dyad_id,Category_Actors,Category_Goal,Category_Phases,global_category
644,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
644,['International and Regional Actors'],['Unspecified'],nego,[12]
644,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
644,['International and Regional Actors'],['Unspecified'],nego,[12]
644,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
644,['International and Regional Actors'],"['Political Power and Governance', 'Drop']",nego,[8]
644,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
644,['International and Regional Actors'],['Unspecified'],nego,[12]
644,['International and Regional Actors'],['Unspecified'],nego,[12]
644,['International and Regional Actors'],['Unspecified'],nego,[12]
644,['International and Regional Actors'],['Unspecified'],nego,[12]
644,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
644,['Non-Mediated'],['Unspecified'],nego,[66]
644,['Non-Mediated'],['Political Power and Governance'],nego,[62]
644,['Non-Mediated'],['Unspecified'],nego,[66]
644,['Non-Mediated'],['Unspecified'],nego,[66]
646,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
646,['International and Regional Actors'],['Unspecified'],nego,[12]
646,['International and Regional Actors'],['Unspecified'],nego,[12]
646,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
646,['International and Regional Actors'],['Unspecified'],nego,[12]
646,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Drop']",nego,"[7, 8]"
646,['International and Regional Actors'],['Drop'],[],[]
646,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
646,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
646,['Non-Mediated'],['Unspecified'],nego,[66]
646,['Non-Mediated'],['Unspecified'],nego,[66]
646,['International and Regional Actors'],['Unspecified'],nego,[12]
646,['International and Regional Actors'],['Unspecified'],nego,[12]
646,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
646,['International and Regional Actors'],['Unspecified'],nego,[12]
646,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
646,['International and Regional Actors'],['Unspecified'],nego,[12]
646,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
646,['International and Regional Actors'],"['Political Power and Governance', 'Drop']",nego,[8]
646,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
647,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
647,['International and Regional Actors'],['Unspecified'],nego,[12]
647,['International and Regional Actors'],['Unspecified'],nego,[12]
647,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
647,['International and Regional Actors'],['Unspecified'],nego,[12]
647,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Drop']",nego,"[7, 8]"
647,['International and Regional Actors'],['Drop'],[],[]
647,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
647,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
647,['Non-Mediated'],['Unspecified'],nego,[66]
647,['Non-Mediated'],['Unspecified'],nego,[66]
647,['International and Regional Actors'],['Unspecified'],nego,[12]
647,['International and Regional Actors'],['Unspecified'],nego,[12]
647,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
647,['International and Regional Actors'],['Unspecified'],nego,[12]
647,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
647,['International and Regional Actors'],['Unspecified'],nego,[12]
647,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
647,['International and Regional Actors'],"['Political Power and Governance', 'Drop']",nego,[8]
647,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
647,['Non-Mediated'],['Political Power and Governance'],nego,[62]
15800,['Non-Mediated'],['Unspecified'],nego,[66]
15800,['International and Regional Actors'],['Unspecified'],nego,[12]
15800,['Non-Mediated'],['Unspecified'],nego,[66]
15800,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
15800,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
15800,['Non-Mediated'],['Unspecified'],nego,[66]
15800,['Non-Mediated'],['Unspecified'],nego,[66]
15800,['National State Actors'],['Political Power and Governance'],nego_implement,[32]
15800,['National State Actors'],['Political Power and Governance'],nego_implement,[32]
15800,['Non-Mediated'],['Political Power and Governance'],nego_implement,[68]
15800,['Non-Mediated'],['Political Power and Governance'],nego_implement,[68]
654,['International and Regional Actors'],['Unspecified'],nego,[12]
654,['International and Regional Actors'],['Unspecified'],nego,[12]
654,['Non-Mediated'],['Unspecified'],nego,[66]
654,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
663,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego_implement,[13]
663,['Non-Mediated'],['Unspecified'],nego,[66]
663,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
663,['Non-Mediated'],['Unspecified'],nego,[66]
663,['Drop'],['Unspecified'],prenego,[]
663,['Drop'],['Unspecified'],nego,[]
663,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
663,['International and Regional Actors'],['Unspecified'],prenego,[6]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
663,['International and Regional Actors'],"['Political Power and Governance', 'Drop']",nego,[8]
663,['International and Regional Actors'],"['Political Power and Governance', 'Unspecified']",nego,"[8, 12]"
663,['International and Regional Actors'],['Unspecified'],prenego,[6]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Post-Conflict Justice and Social Healing']",nego,"[7, 9]"
663,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
663,['Non-Mediated'],['Unspecified'],nego,[66]
663,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Unspecified'],prenego,[6]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
663,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
663,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
663,['Non-Mediated'],['External Involvement and Military Presence'],nego,[65]
663,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
663,['Non-Mediated'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[62, 65]"
663,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
663,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
663,['Drop'],['Cessation of Hostilities and Security'],nego,[]
663,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
663,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
663,['Non-Mediated'],['External Involvement and Military Presence'],nego_implement,[71]
663,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'External Involvement and Military Presence']",nego,"[7, 8, 11]"
663,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
663,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
663,['International and Regional Actors'],['Cessation of Hostilities and Security'],prenego,[1]
663,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
663,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
663,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego_implement,"[13, 14]"
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
663,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
663,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
663,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
663,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
663,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
663,['International and Regional Actors'],['Unspecified'],nego,[12]
663,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
663,['Non-Mediated'],['Unspecified'],nego,[66]
663,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
663,['Non-Mediated'],['Unspecified'],nego_implement,[72]
663,['Non-Mediated'],['Political Power and Governance'],nego_implement,[68]
663,['International and Regional Actors'],['Unspecified'],prenego,[6]
663,['Non-Mediated'],['Political Power and Governance'],nego_implement,[68]
663,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
664,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
664,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
664,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
664,['International and Regional Actors'],['Unspecified'],nego,[12]
664,['International and Regional Actors'],['Unspecified'],nego,[12]
664,['International and Regional Actors'],['Unspecified'],nego,[12]
664,['International and Regional Actors'],['Unspecified'],nego,[12]
664,['International and Regional Actors'],['Unspecified'],nego,[12]
664,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
664,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
664,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
664,['Non-Mediated'],['Unspecified'],nego_implement,[72]
665,['Non-Mediated'],['Unspecified'],prenego,[60]
665,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
665,['International and Regional Actors'],['Cessation of Hostilities and Security'],prenego,[1]
665,['International and Regional Actors'],['Unspecified'],nego,[12]
665,['International and Regional Actors'],['Unspecified'],nego,[12]
665,['International and Regional Actors'],['Unspecified'],nego,[12]
665,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego_implement,"[13, 14]"
665,['International and Regional Actors'],['Unspecified'],nego,[12]
665,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
665,['International and Regional Actors'],"['Political Power and Governance', 'Resource Management and Economic Issues']",nego,"[8, 10]"
665,['International and Regional Actors'],['Unspecified'],nego,[12]
665,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
665,"['International and Regional Actors', 'Local and Informal Actors']",['External Involvement and Military Presence'],nego,"[11, 47]"
665,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
665,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
665,['Non-Mediated'],['External Involvement and Military Presence'],nego,[65]
665,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
665,['Non-Mediated'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego_implement,"[68, 71]"
665,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
665,['Non-Mediated'],['External Involvement and Military Presence'],[],[]
665,['Non-Mediated'],['External Involvement and Military Presence'],nego,[65]
665,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
665,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
665,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
665,"['International and Regional Actors', 'Local and Informal Actors']","['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11, 44, 47]"
665,['International and Regional Actors'],['External Involvement and Military Presence'],[],[]
665,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
665,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
665,['Non-Mediated'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[62, 65]"
665,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
665,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
665,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
665,['International and Regional Actors'],['External Involvement and Military Presence'],nego_implement,[17]
665,['International and Regional Actors'],['Unspecified'],nego,[12]
665,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
665,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
665,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
665,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
665,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
665,['International and Regional Actors'],['Unspecified'],prenego,[6]
665,['International and Regional Actors'],['Unspecified'],nego,[12]
665,['Non-Mediated'],['Unspecified'],nego,[66]
665,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
666,['Non-Mediated'],['Unspecified'],nego,[66]
666,['National State Actors'],['Cessation of Hostilities and Security'],nego,[25]
666,['Non-Mediated'],['Unspecified'],prenego,[60]
666,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
666,['International and Regional Actors'],['Political Power and Governance'],nego_implement,[14]
666,['International and Regional Actors'],['Unspecified'],prenego,[6]
666,['International and Regional Actors'],['Unspecified'],nego,[12]
666,['Non-Mediated'],['Unspecified'],prenego,[60]
666,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
666,['International and Regional Actors'],['Cessation of Hostilities and Security'],prenego,[1]
666,['International and Regional Actors'],['Unspecified'],nego,[12]
666,['International and Regional Actors'],['Unspecified'],nego,[12]
666,['International and Regional Actors'],['Unspecified'],nego,[12]
666,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego_implement,"[13, 14]"
666,['International and Regional Actors'],['Unspecified'],nego,[12]
666,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
666,['International and Regional Actors'],"['Political Power and Governance', 'Resource Management and Economic Issues']",nego,"[8, 10]"
666,['International and Regional Actors'],['Unspecified'],nego,[12]
666,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
666,"['International and Regional Actors', 'Local and Informal Actors']",['External Involvement and Military Presence'],nego,"[11, 47]"
666,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
666,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
666,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
666,['Non-Mediated'],['External Involvement and Military Presence'],nego,[65]
666,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
666,['Non-Mediated'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego_implement,"[68, 71]"
666,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
666,['Non-Mediated'],['External Involvement and Military Presence'],nego,[65]
666,['Non-Mediated'],['External Involvement and Military Presence'],nego,[65]
666,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
666,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
666,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
666,"['International and Regional Actors', 'Local and Informal Actors']","['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11, 44, 47]"
666,['International and Regional Actors'],['External Involvement and Military Presence'],[],[]
666,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
666,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
666,['Non-Mediated'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[62, 65]"
666,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
666,['International and Regional Actors'],['External Involvement and Military Presence'],nego_implement,[17]
668,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
668,['International and Regional Actors'],['Unspecified'],nego,[12]
668,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
668,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
669,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
670,['Non-Mediated'],"['Post-Conflict Justice and Social Healing', 'Unspecified']",nego,"[63, 66]"
670,['Local and Informal Actors'],['Cessation of Hostilities and Security'],nego,[43]
11975,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
11975,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Drop']",nego,"[7, 8]"
11975,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
11975,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
11975,['International and Regional Actors'],['Unspecified'],nego,[12]
11975,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
11975,['International and Regional Actors'],['Unspecified'],nego,[12]
11975,['International and Regional Actors'],['Unspecified'],nego,[12]
11975,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
11975,['International and Regional Actors'],['Unspecified'],prenego,[6]
11975,['International and Regional Actors'],['Unspecified'],prenego,[6]
11975,['International and Regional Actors'],['Unspecified'],prenego,[6]
11975,['International and Regional Actors'],['Unspecified'],prenego,[6]
11975,['International and Regional Actors'],['Unspecified'],prenego,[6]
11975,['Non-Mediated'],['Political Power and Governance'],prenego,[56]
11975,['Non-Mediated'],['Unspecified'],nego,[66]
11975,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
11975,['Non-Mediated'],['Political Power and Governance'],nego,[62]
11975,['Non-Mediated'],['Political Power and Governance'],nego,[62]
11975,['Non-Mediated'],['Political Power and Governance'],nego,[62]
11975,['International and Regional Actors'],['Unspecified'],nego,[12]
11975,['Non-Mediated'],['Political Power and Governance'],nego,[62]
11988,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
11988,"['International and Regional Actors', 'Drop']",['Political Power and Governance'],prenego,[2]
11988,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
11988,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
11988,['Non-Mediated'],['Cessation of Hostilities and Security'],prenego,[55]
11988,['International and Regional Actors'],['Unspecified'],prenego,[6]
11988,['International and Regional Actors'],['Unspecified'],nego,[12]
11988,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
11988,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
11988,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
11988,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego_implement,[13]
11988,['International and Regional Actors'],['Unspecified'],prenego,[6]
11988,['International and Regional Actors'],['Unspecified'],prenego,[6]
11988,['International and Regional Actors'],['Unspecified'],prenego,[6]
11988,['Non-Mediated'],['Political Power and Governance'],nego,[62]
11988,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
11988,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
11988,['Non-Mediated'],['Political Power and Governance'],nego,[62]
11988,['Non-Mediated'],['Political Power and Governance'],nego,[62]
11988,['Non-Mediated'],['Political Power and Governance'],nego,[62]
11988,['International and Regional Actors'],['Unspecified'],nego,[12]
11988,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Resource Management and Economic Issues']",nego,"[7, 8, 10]"
11988,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego_implement,[13]
14134,['International and Regional Actors'],['Unspecified'],nego,[12]
14134,['International and Regional Actors'],['Unspecified'],nego,[12]
14134,['Non-Mediated'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[61, 62]"
14134,['Non-Mediated'],['Unspecified'],nego,[66]
14150,['International and Regional Actors'],['Unspecified'],nego,[12]
17497,['International and Regional Actors'],['Drop'],prenego,[]
17497,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Resource Management and Economic Issues']",nego,"[7, 10]"
17497,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
17497,['International and Regional Actors'],['Unspecified'],nego,[12]
688,['Drop'],"['Cessation of Hostilities and Security', 'Post-Conflict Justice and Social Healing', 'Resource Management and Economic Issues']",nego,[]
688,['Drop'],['Unspecified'],nego,[]
688,['Non-Mediated'],['Unspecified'],nego,[66]
688,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
688,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
688,['Non-Mediated'],['Political Power and Governance'],prenego,[56]
688,"['International and Regional Actors', 'Local and Informal Actors']",['Unspecified'],nego,"[12, 48]"
688,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
688,"['International and Regional Actors', 'Local and Informal Actors']",['Unspecified'],prenego,"[6, 42]"
688,"['International and Regional Actors', 'Local and Informal Actors']",['Unspecified'],prenego,"[6, 42]"
688,"['International and Regional Actors', 'Local and Informal Actors']","['Post-Conflict Justice and Social Healing', 'Unspecified']",prenego,"[3, 6, 39, 42]"
688,"['International and Regional Actors', 'Local and Informal Actors']",['Political Power and Governance'],nego,"[8, 44]"
688,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
688,"['International and Regional Actors', 'Local and Informal Actors']","['Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego,"[8, 9, 44, 45]"
688,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
688,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'External Involvement and Military Presence']",nego,"[7, 8, 11]"
688,['International and Regional Actors'],['Unspecified'],nego,[12]
688,['Non-Mediated'],['External Involvement and Military Presence'],nego_implement,[71]
688,['Non-Mediated'],['External Involvement and Military Presence'],nego_implement,[71]
688,['International and Regional Actors'],['External Involvement and Military Presence'],nego_implement,[17]
688,['International and Regional Actors'],['External Involvement and Military Presence'],nego_implement,[17]
688,['International and Regional Actors'],['External Involvement and Military Presence'],nego_implement,[17]
688,['Non-Mediated'],['External Involvement and Military Presence'],nego_implement,[71]
688,['International and Regional Actors'],['External Involvement and Military Presence'],nego_implement,[17]
688,['Non-Mediated'],['External Involvement and Military Presence'],nego_implement,[71]
688,['Non-Mediated'],"['Post-Conflict Justice and Social Healing', 'Unspecified']",nego,"[63, 66]"
688,['Non-Mediated'],['External Involvement and Military Presence'],nego_implement,[71]
688,['Non-Mediated'],['External Involvement and Military Presence'],nego_implement,[71]
688,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
688,"['International and Regional Actors', 'Drop']",['Unspecified'],prenego,[6]
688,['Drop'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Post-Conflict Justice and Social Healing', 'Resource Management and Economic Issues', 'External Involvement and Military Presence', 'Unspecified', 'Drop']",nego,[]
688,"['International and Regional Actors', 'Local and Informal Actors']",['Unspecified'],prenego,"[6, 42]"
688,"['International and Regional Actors', 'Local and Informal Actors']","['Cessation of Hostilities and Security', 'Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego,"[7, 8, 9, 43, 44, 45]"
688,"['International and Regional Actors', 'Local and Informal Actors']",['Cessation of Hostilities and Security'],nego,"[7, 43]"
688,"['International and Regional Actors', 'Local and Informal Actors']",['Political Power and Governance'],nego,"[8, 44]"
688,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
688,"['International and Regional Actors', 'Local and Informal Actors']",['Unspecified'],prenego,"[6, 42]"
688,"['International and Regional Actors', 'Local and Informal Actors']",['Unspecified'],prenego,"[6, 42]"
688,"['International and Regional Actors', 'Local and Informal Actors']",['Unspecified'],nego,"[12, 48]"
688,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
688,"['International and Regional Actors', 'Local and Informal Actors']",['Political Power and Governance'],nego,"[8, 44]"
688,"['International and Regional Actors', 'Local and Informal Actors']","['Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego,"[8, 9, 44, 45]"
688,"['International and Regional Actors', 'Local and Informal Actors']","['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8, 43, 44]"
688,"['International and Regional Actors', 'Local and Informal Actors']","['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8, 43, 44]"
688,"['International and Regional Actors', 'Local and Informal Actors']",['Cessation of Hostilities and Security'],nego,"[7, 43]"
689,['Non-Mediated'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[61, 62]"
689,['Non-Mediated'],"['Cessation of Hostilities and Security', 'Post-Conflict Justice and Social Healing']",nego,"[61, 63]"
691,['Non-Mediated'],['Unspecified'],prenego,[60]
691,['Non-Mediated'],['Unspecified'],prenego,[60]
691,['Non-Mediated'],['Unspecified'],nego,[66]
691,['Non-Mediated'],['Unspecified'],nego,[66]
691,['Non-Mediated'],['Unspecified'],nego,[66]
691,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
691,['National State Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[25, 26]"
712,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
712,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
712,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
714,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
714,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
714,['International and Regional Actors'],['Unspecified'],nego,[12]
714,['International and Regional Actors'],['Unspecified'],nego,[12]
714,['International and Regional Actors'],['Unspecified'],nego,[12]
714,['International and Regional Actors'],['Unspecified'],nego,[12]
714,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'External Involvement and Military Presence']",nego,"[7, 8, 11]"
714,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
714,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego_implement,"[13, 14]"
714,"['International and Regional Actors', 'Drop']",['Cessation of Hostilities and Security'],nego_implement,[13]
714,"['International and Regional Actors', 'Drop']","['Cessation of Hostilities and Security', 'Political Power and Governance']",nego_implement,"[13, 14]"
714,"['International and Regional Actors', 'Drop']",['Cessation of Hostilities and Security'],nego,[7]
714,"['International and Regional Actors', 'Drop']","['Cessation of Hostilities and Security', 'Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego,"[7, 8, 9]"
714,['International and Regional Actors'],['Unspecified'],prenego,[6]
714,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego_implement,[13]
714,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego,"[7, 8, 9]"
714,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
